Temperature,Vibration,Power_Usage,Timestamp,Temperature_lag1,Temperature_lag2,Vibration_lag1,Vibration_lag2,Power_Usage_lag1,Power_Usage_lag2
0.27108167097621183,0.09407932822211582,0.6456952125502035,2025-01-01 00:10:00,0.7398530114047562,0.5592586226590701,0.6704310111009194,0.8228820545803748,0.10255569208871176,0.06890792412658484
0.6337679618119126,0.7771555717706098,0.05656766763585191,2025-01-01 00:15:00,0.27108167097621183,0.7398530114047562,0.09407932822211582,0.6704310111009194,0.6456952125502035,0.10255569208871176
0.46356126201519365,0.8253628339061237,0.05144755217412295,2025-01-01 00:20:00,0.6337679618119126,0.27108167097621183,0.7771555717706098,0.09407932822211582,0.05656766763585191,0.6456952125502035
0.6375881785086793,0.6666162540787887,0.0535206291963722,2025-01-01 00:25:00,0.46356126201519365,0.6337679618119126,0.8253628339061237,0.7771555717706098,0.05144755217412295,0.05656766763585191
0.4183088754933513,0.6762211677362587,0.07118254388620995,2025-01-01 00:30:00,0.6375881785086793,0.46356126201519365,0.6666162540787887,0.8253628339061237,0.0535206291963722,0.05144755217412295
0.07310956278516426,0.042252105405085935,0.47000086321810286,2025-01-01 00:35:00,0.4183088754933513,0.6375881785086793,0.6762211677362587,0.6666162540787887,0.07118254388620995,0.0535206291963722
0.4066148707524233,0.6951688075143789,0.05599314911313969,2025-01-01 00:40:00,0.07310956278516426,0.4183088754933513,0.042252105405085935,0.6762211677362587,0.47000086321810286,0.07118254388620995
0.12463654984858755,0.14742641094580344,0.8969995782516612,2025-01-01 00:45:00,0.4066148707524233,0.07310956278516426,0.6951688075143789,0.042252105405085935,0.05599314911313969,0.47000086321810286
0.5908710273197226,0.6445043471355261,0.08574685892711198,2025-01-01 00:50:00,0.12463654984858755,0.4066148707524233,0.14742641094580344,0.6951688075143789,0.8969995782516612,0.05599314911313969
0.4724651499002712,0.7787147700592456,0.0613120400585476,2025-01-01 00:55:00,0.5908710273197226,0.12463654984858755,0.6445043471355261,0.14742641094580344,0.08574685892711198,0.8969995782516612
0.4794793876847896,0.8221997960036738,0.07260791402489503,2025-01-01 01:00:00,0.4724651499002712,0.5908710273197226,0.7787147700592456,0.6445043471355261,0.0613120400585476,0.08574685892711198
0.5091679905872489,0.050155376919706326,0.035607780192499904,2025-01-01 01:05:00,0.4794793876847896,0.4724651499002712,0.8221997960036738,0.7787147700592456,0.07260791402489503,0.0613120400585476
0.714841183277528,0.7790463009003347,0.05021759907007709,2025-01-01 01:10:00,0.5091679905872489,0.4794793876847896,0.050155376919706326,0.8221997960036738,0.035607780192499904,0.07260791402489503
0.6724499799484877,0.7027522714753144,0.08127233626789448,2025-01-01 01:15:00,0.714841183277528,0.5091679905872489,0.7790463009003347,0.050155376919706326,0.05021759907007709,0.035607780192499904
0.5010924036521249,0.886158197259293,0.04734340565916249,2025-01-01 01:20:00,0.6724499799484877,0.714841183277528,0.7027522714753144,0.7790463009003347,0.08127233626789448,0.05021759907007709
0.5104109661523754,0.10593423549404639,0.7568190244869857,2025-01-01 01:25:00,0.5010924036521249,0.6724499799484877,0.886158197259293,0.7027522714753144,0.04734340565916249,0.08127233626789448
0.32927552697985873,0.05395502668635074,0.9272019263881811,2025-01-01 01:30:00,0.5104109661523754,0.5010924036521249,0.10593423549404639,0.886158197259293,0.7568190244869857,0.04734340565916249
0.6851817704132401,0.7241839205854571,0.07889518557681552,2025-01-01 01:35:00,0.32927552697985873,0.5104109661523754,0.05395502668635074,0.10593423549404639,0.9272019263881811,0.7568190244869857
0.2648667931505796,0.044379909274406805,0.5244692358918958,2025-01-01 01:40:00,0.6851817704132401,0.32927552697985873,0.7241839205854571,0.05395502668635074,0.07889518557681552,0.9272019263881811
0.08271437397023221,0.1313158959352311,0.32680007463977534,2025-01-01 01:45:00,0.2648667931505796,0.6851817704132401,0.044379909274406805,0.7241839205854571,0.5244692358918958,0.07889518557681552
0.25198504638472374,0.0072953275519572845,0.3607516797863461,2025-01-01 01:50:00,0.08271437397023221,0.2648667931505796,0.1313158959352311,0.044379909274406805,0.32680007463977534,0.5244692358918958
0.3934366756702581,0.7471618256172006,0.04652257486479925,2025-01-01 01:55:00,0.25198504638472374,0.08271437397023221,0.0072953275519572845,0.1313158959352311,0.3607516797863461,0.32680007463977534
0.6368094292316208,0.7680525593223115,0.0727594194177506,2025-01-01 02:00:00,0.3934366756702581,0.25198504638472374,0.7471618256172006,0.0072953275519572845,0.04652257486479925,0.3607516797863461
0.7384446153405272,0.7935979529033667,0.08864166047286423,2025-01-01 02:05:00,0.6368094292316208,0.3934366756702581,0.7680525593223115,0.7471618256172006,0.0727594194177506,0.04652257486479925
0.694515232800583,0.7386471659853826,0.06816727038104253,2025-01-01 02:10:00,0.7384446153405272,0.6368094292316208,0.7935979529033667,0.7680525593223115,0.08864166047286423,0.0727594194177506
0.5596779976428415,0.04544381120906724,0.8048303434212467,2025-01-01 02:15:00,0.694515232800583,0.7384446153405272,0.7386471659853826,0.7935979529033667,0.06816727038104253,0.08864166047286423
0.48519252588080497,0.6932653568532634,0.07998115370393558,2025-01-01 02:20:00,0.5596779976428415,0.694515232800583,0.04544381120906724,0.7386471659853826,0.8048303434212467,0.06816727038104253
0.8010850141623901,0.7943169086495,0.09777238676676214,2025-01-01 02:25:00,0.48519252588080497,0.5596779976428415,0.6932653568532634,0.04544381120906724,0.07998115370393558,0.8048303434212467
0.0020339600156614457,0.06793773782760221,0.918557806059453,2025-01-01 02:30:00,0.8010850141623901,0.48519252588080497,0.7943169086495,0.6932653568532634,0.09777238676676214,0.07998115370393558
0.6437833605954976,0.8572704794535349,0.07586461968547231,2025-01-01 02:35:00,0.0020339600156614457,0.8010850141623901,0.06793773782760221,0.7943169086495,0.918557806059453,0.09777238676676214
0.47956257258151,0.10122266978340731,0.8717962394618756,2025-01-01 02:40:00,0.6437833605954976,0.0020339600156614457,0.8572704794535349,0.06793773782760221,0.07586461968547231,0.918557806059453
0.6583708881544835,0.7927916029328106,0.11748307767995309,2025-01-01 02:45:00,0.47956257258151,0.6437833605954976,0.10122266978340731,0.8572704794535349,0.8717962394618756,0.07586461968547231
0.5929550355205185,0.6820073172609542,0.059231131994425264,2025-01-01 02:50:00,0.6583708881544835,0.47956257258151,0.7927916029328106,0.10122266978340731,0.11748307767995309,0.8717962394618756
0.5935806911131494,0.6772737082621589,0.055913385794829816,2025-01-01 02:55:00,0.5929550355205185,0.6583708881544835,0.6820073172609542,0.7927916029328106,0.059231131994425264,0.11748307767995309
0.5320321149088333,0.7871205514869304,0.06588070736321189,2025-01-01 03:00:00,0.5935806911131494,0.5929550355205185,0.6772737082621589,0.6820073172609542,0.055913385794829816,0.059231131994425264
0.6909018470118579,0.8617938591502514,0.09929022691400663,2025-01-01 03:05:00,0.5320321149088333,0.5935806911131494,0.7871205514869304,0.6772737082621589,0.06588070736321189,0.055913385794829816
0.5969520540786487,0.8358124703491291,0.0454269635236741,2025-01-01 03:10:00,0.6909018470118579,0.5320321149088333,0.8617938591502514,0.7871205514869304,0.09929022691400663,0.06588070736321189
